Plant_ID,Date,Humidity (%),TDS Value (ppm),pH Level,Growth Weeks,Growth Days,Temperature(C),Temperature (F),Humidity
10,08/12/2023,60,800,6.7,1,10,30.2,86.36,0.6
10,8/13/2023,52,471,6.2,2,11,30.1,86.18,0.52
10,8/14/2023,62,552,6.8,2,12,30.1,86.18,0.62
10,8/15/2023,74,701,6.6,2,13,30.1,86.18,0.74
10,8/16/2023,51,594,6.5,2,14,29.8,85.64,0.51
10,8/17/2023,73,419,6.2,2,15,29.6,85.28,0.73
10,8/18/2023,73,579,6.1,2,16,30.9,87.62,0.73
10,8/19/2023,50,493,6,2,17,30.8,87.44,0.5
10,8/20/2023,53,721,6.4,3,18,30.9,87.62,0.53
10,8/21/2023,77,778,6.2,3,19,30.2,86.36,0.77
10,8/22/2023,67,668,6.8,3,20,30.5,86.9,0.67
10,8/23/2023,57,609,6.6,3,21,30.8,87.44,0.57
10,8/24/2023,64,746,6.3,3,22,31.3,88.34,0.64
10,8/25/2023,79,725,6.2,3,23,31.4,88.52,0.79
10,8/26/2023,60,593,6.3,3,24,31.4,88.52,0.6
10,8/27/2023,77,560,6.5,4,25,30.1,86.18,0.77
10,8/28/2023,74,597,6.6,4,26,29.4,84.92,0.74
10,8/29/2023,56,613,6.6,4,27,28.7,83.66,0.56
10,8/30/2023,59,704,6.5,4,28,29.1,84.38,0.59
10,8/31/2023,54,585,6.5,4,29,29.2,84.56,0.54
10,09/01/2023,59,616,6.1,4,30,31.7,89.06,0.59
10,09/02/2023,78,697,6.4,4,31,31.7,89.06,0.78
10,09/03/2023,71,623,6.1,5,32,31.7,89.06,0.71
10,09/04/2023,69,649,6.4,5,33,31.7,89.06,0.69
10,09/05/2023,72,440,6.2,5,34,32,89.6,0.72
10,09/06/2023,72,469,6.3,5,35,32.1,89.78,0.72
10,09/07/2023,72,603,6.4,5,36,31.5,88.7,0.72
10,09/08/2023,57,440,6.6,5,37,29.8,85.64,0.57
10,09/09/2023,69,648,6.7,5,38,20.1,68.18,0.69
10,09/10/2023,68,538,6.7,6,39,31.1,87.98,0.68
10,09/11/2023,71,586,6.1,6,40,31.2,88.16,0.71
10,09/12/2023,58,794,6.6,6,41,31.2,88.16,0.58
10,9/13/2023,69,674,6.3,6,42,30.4,86.72,0.69
10,9/14/2023,63,782,6.5,6,43,29.1,84.38,0.63
10,9/15/2023,78,578,6.3,6,44,30.6,87.08,0.78
10,9/16/2023,67,638,6.2,6,45,31.5,88.7,0.67
11,08/03/2023,57,695,6.1,0,1,33.4,92.12,0.57
11,08/04/2023,63,706,6.6,0,2,33.5,92.3,0.63
11,08/05/2023,63,716,6.6,0,3,33.4,92.12,0.63
11,08/06/2023,50,734,6.4,1,4,33.4,92.12,0.5
11,08/07/2023,55,431,6.2,1,5,33.4,92.12,0.55
11,08/08/2023,54,730,6.7,1,6,32.3,90.14,0.54
11,08/09/2023,69,529,6.3,1,7,32.3,90.14,0.69
11,08/10/2023,56,489,6.4,1,8,22.7,72.86,0.56
11,08/11/2023,58,514,6.2,1,9,31.9,89.42,0.58
11,08/12/2023,51,752,6.2,1,10,30.2,86.36,0.51
11,8/13/2023,74,557,6.2,2,11,30.1,86.18,0.74
11,8/14/2023,50,620,6.1,2,12,30.1,86.18,0.5
11,8/15/2023,64,511,6.5,2,13,30.1,86.18,0.64
11,8/16/2023,74,462,6.6,2,14,29.8,85.64,0.74
11,8/17/2023,75,760,6.4,2,15,29.6,85.28,0.75
11,8/18/2023,80,704,6.6,2,16,30.9,87.62,0.8
11,8/19/2023,76,466,6.1,2,17,30.8,87.44,0.76
11,8/20/2023,61,565,6.4,3,18,30.9,87.62,0.61
11,8/21/2023,75,602,6.2,3,19,30.2,86.36,0.75
11,8/22/2023,71,602,6.7,3,20,30.5,86.9,0.71
11,8/23/2023,53,537,6.7,3,21,30.8,87.44,0.53
11,8/24/2023,76,620,6.6,3,22,31.3,88.34,0.76
11,8/25/2023,75,539,6.5,3,23,31.4,88.52,0.75
11,8/26/2023,79,509,6.3,3,24,31.4,88.52,0.79
11,8/27/2023,76,489,6.3,4,25,30.1,86.18,0.76
11,8/28/2023,52,589,6.1,4,26,29.4,84.92,0.52
11,8/29/2023,72,695,6.5,4,27,28.7,83.66,0.72
11,8/30/2023,69,421,6.1,4,28,29.1,84.38,0.69
11,8/31/2023,62,402,6.7,4,29,29.2,84.56,0.62
11,09/01/2023,55,765,6.5,4,30,31.7,89.06,0.55
11,09/02/2023,67,473,6.7,4,31,31.7,89.06,0.67
11,09/03/2023,54,749,6.3,5,32,31.7,89.06,0.54
11,09/04/2023,76,452,6.3,5,33,31.7,89.06,0.76
11,09/05/2023,63,539,6.6,5,34,32,89.6,0.63
11,09/06/2023,56,519,6.7,5,35,32.1,89.78,0.56
11,09/07/2023,80,424,6.6,5,36,31.5,88.7,0.8
11,09/08/2023,57,476,6.3,5,37,29.8,85.64,0.57
11,09/09/2023,50,662,6,5,38,20.1,68.18,0.5
11,09/10/2023,67,552,6.5,6,39,31.1,87.98,0.67
11,09/11/2023,52,671,6.4,6,40,31.2,88.16,0.52
11,09/12/2023,66,402,6.6,6,41,31.2,88.16,0.66
11,9/13/2023,60,690,6.3,6,42,30.4,86.72,0.6
11,9/14/2023,55,660,6.3,6,43,29.1,84.38,0.55
11,9/15/2023,63,692,6.1,6,44,30.6,87.08,0.63
11,9/16/2023,79,508,6.5,6,45,31.5,88.7,0.79
11,9/17/2023,62,589,6.4,7,46,32.1,89.78,0.62
11,9/18/2023,75,519,6.3,7,47,31.2,88.16,0.75
12,08/03/2023,77,611,6.2,0,1,33.4,92.12,0.77
12,08/04/2023,58,442,6.7,0,2,33.5,92.3,0.58
12,08/05/2023,75,756,6.6,0,3,33.4,92.12,0.75
12,08/06/2023,60,732,6.1,1,4,33.4,92.12,0.6
12,08/07/2023,71,640,6.3,1,5,33.4,92.12,0.71
12,08/08/2023,71,515,6.6,1,6,32.3,90.14,0.71
12,08/09/2023,60,435,6.4,1,7,32.3,90.14,0.6
12,08/10/2023,58,517,6.2,1,8,22.7,72.86,0.58
12,08/11/2023,55,602,6.2,1,9,31.9,89.42,0.55
12,08/12/2023,51,711,6,1,10,30.2,86.36,0.51
12,8/13/2023,59,712,6.1,2,11,30.1,86.18,0.59
12,8/14/2023,64,529,6.8,2,12,30.1,86.18,0.64
12,8/15/2023,53,791,6.8,2,13,30.1,86.18,0.53
12,8/16/2023,78,710,6.6,2,14,29.8,85.64,0.78
12,8/17/2023,70,497,6.3,2,15,29.6,85.28,0.7
12,8/18/2023,59,585,6.6,2,16,30.9,87.62,0.59
12,8/19/2023,62,742,6.7,2,17,30.8,87.44,0.62
12,8/20/2023,70,628,6.7,3,18,30.9,87.62,0.7
12,8/21/2023,58,595,6.5,3,19,30.2,86.36,0.58
12,8/22/2023,54,463,6.1,3,20,30.5,86.9,0.54
12,8/23/2023,72,450,6.7,3,21,30.8,87.44,0.72
12,8/24/2023,71,485,6,3,22,31.3,88.34,0.71
12,8/25/2023,73,501,6.2,3,23,31.4,88.52,0.73
12,8/26/2023,72,483,6.6,3,24,31.4,88.52,0.72
12,8/27/2023,73,598,6.5,4,25,30.1,86.18,0.73
12,8/28/2023,63,682,6.5,4,26,29.4,84.92,0.63
12,8/29/2023,66,577,6.1,4,27,28.7,83.66,0.66
12,8/30/2023,72,497,6.6,4,28,29.1,84.38,0.72
12,8/31/2023,78,756,6.1,4,29,29.2,84.56,0.78
12,09/01/2023,75,467,6.4,4,30,31.7,89.06,0.75
12,09/02/2023,60,450,6.1,4,31,31.7,89.06,0.6
12,09/03/2023,74,591,6.2,5,32,31.7,89.06,0.74
12,09/04/2023,73,693,6.5,5,33,31.7,89.06,0.73
12,09/05/2023,75,467,6.7,5,34,32,89.6,0.75
12,09/06/2023,55,537,6,5,35,32.1,89.78,0.55
12,09/07/2023,69,630,6.4,5,36,31.5,88.7,0.69
12,09/08/2023,58,612,6.8,5,37,29.8,85.64,0.58
12,09/09/2023,58,752,6.2,5,38,20.1,68.18,0.58
12,09/10/2023,73,435,6.3,6,39,31.1,87.98,0.73
12,09/11/2023,60,616,6.5,6,40,31.2,88.16,0.6
12,09/12/2023,64,438,6,6,41,31.2,88.16,0.64
12,9/13/2023,56,507,6.4,6,42,30.4,86.72,0.56
12,9/14/2023,51,423,6.5,6,43,29.1,84.38,0.51
12,9/15/2023,71,538,6.4,6,44,30.6,87.08,0.71
12,9/16/2023,72,735,6,6,45,31.5,88.7,0.72
13,08/03/2023,59,544,6.8,0,1,33.4,92.12,0.59
13,08/04/2023,52,452,6.2,0,2,33.5,92.3,0.52
13,08/05/2023,71,789,6.2,0,3,33.4,92.12,0.71
13,08/06/2023,63,583,6.5,1,4,33.4,92.12,0.63
13,08/07/2023,77,657,6.5,1,5,33.4,92.12,0.77
13,08/08/2023,67,435,6.3,1,6,32.3,90.14,0.67
13,08/09/2023,72,459,6.1,1,7,32.3,90.14,0.72
13,08/10/2023,54,663,6.6,1,8,22.7,72.86,0.54
13,08/11/2023,73,415,6.3,1,9,31.9,89.42,0.73
13,08/12/2023,73,546,6.8,1,10,30.2,86.36,0.73
13,8/13/2023,77,696,6.1,2,11,30.1,86.18,0.77
13,8/14/2023,56,656,6.6,2,12,30.1,86.18,0.56
13,8/15/2023,73,476,6.3,2,13,30.1,86.18,0.73
13,8/16/2023,75,739,6.7,2,14,29.8,85.64,0.75
13,8/17/2023,71,772,6.3,2,15,29.6,85.28,0.71
13,8/18/2023,51,692,6.7,2,16,30.9,87.62,0.51
13,8/19/2023,52,565,6.3,2,17,30.8,87.44,0.52
13,8/20/2023,65,463,6.4,3,18,30.9,87.62,0.65
13,8/21/2023,63,458,6.2,3,19,30.2,86.36,0.63
13,8/22/2023,66,693,6.2,3,20,30.5,86.9,0.66
13,8/23/2023,68,667,6.5,3,21,30.8,87.44,0.68
13,8/24/2023,55,490,6.8,3,22,31.3,88.34,0.55
13,8/25/2023,52,486,6.7,3,23,31.4,88.52,0.52
13,8/26/2023,73,626,6.5,3,24,31.4,88.52,0.73
13,8/27/2023,53,740,6.7,4,25,30.1,86.18,0.53
13,8/28/2023,60,539,6.1,4,26,29.4,84.92,0.6
13,8/29/2023,57,475,6.5,4,27,28.7,83.66,0.57
13,8/30/2023,75,719,6.4,4,28,29.1,84.38,0.75
13,8/31/2023,59,492,6.7,4,29,29.2,84.56,0.59
13,09/01/2023,77,425,6.8,4,30,31.7,89.06,0.77
13,09/02/2023,77,626,6.2,4,31,31.7,89.06,0.77
13,09/03/2023,56,509,6.5,5,32,31.7,89.06,0.56
13,09/04/2023,69,518,6,5,33,31.7,89.06,0.69
13,09/05/2023,71,744,6.2,5,34,32,89.6,0.71
13,09/06/2023,64,416,6.6,5,35,32.1,89.78,0.64
13,09/07/2023,52,724,6.8,5,36,31.5,88.7,0.52
13,09/08/2023,62,423,6.8,5,37,29.8,85.64,0.62
13,09/09/2023,78,419,6.4,5,38,20.1,68.18,0.78
13,09/10/2023,50,653,6.6,6,39,31.1,87.98,0.5
13,09/11/2023,71,589,6.7,6,40,31.2,88.16,0.71
13,09/12/2023,51,724,6.3,6,41,31.2,88.16,0.51
13,9/13/2023,65,415,6.1,6,42,30.4,86.72,0.65
13,9/14/2023,66,609,6.2,6,43,29.1,84.38,0.66
13,9/15/2023,57,475,6.1,6,44,30.6,87.08,0.57
13,9/16/2023,69,732,6.5,6,45,31.5,88.7,0.69
14,08/03/2023,56,535,6.2,0,1,33.4,92.12,0.56
14,08/04/2023,76,664,6,0,2,33.5,92.3,0.76
14,08/05/2023,59,498,6.3,0,3,33.4,92.12,0.59
14,08/06/2023,63,511,6.6,1,4,33.4,92.12,0.63
14,08/07/2023,53,589,6.3,1,5,33.4,92.12,0.53
14,08/08/2023,51,574,6.7,1,6,32.3,90.14,0.51
14,08/09/2023,61,522,6.3,1,7,32.3,90.14,0.61
14,08/10/2023,68,714,6.6,1,8,22.7,72.86,0.68
14,08/11/2023,76,630,6.7,1,9,31.9,89.42,0.76
14,08/12/2023,78,514,6.7,1,10,30.2,86.36,0.78
14,8/13/2023,75,602,6,2,11,30.1,86.18,0.75
14,8/14/2023,75,769,6.5,2,12,30.1,86.18,0.75
14,8/15/2023,69,501,6.1,2,13,30.1,86.18,0.69
14,8/16/2023,52,798,6.6,2,14,29.8,85.64,0.52
14,8/17/2023,80,455,6.3,2,15,29.6,85.28,0.8
14,8/18/2023,57,719,6.1,2,16,30.9,87.62,0.57
14,8/19/2023,65,453,6.4,2,17,30.8,87.44,0.65
14,8/20/2023,63,652,6.6,3,18,30.9,87.62,0.63
14,8/21/2023,66,409,6.4,3,19,30.2,86.36,0.66
14,8/22/2023,56,651,6.5,3,20,30.5,86.9,0.56
14,8/23/2023,55,466,6,3,21,30.8,87.44,0.55
14,8/24/2023,66,498,6.2,3,22,31.3,88.34,0.66
14,8/25/2023,65,645,6.3,3,23,31.4,88.52,0.65
14,8/26/2023,58,637,6.2,3,24,31.4,88.52,0.58
14,8/27/2023,55,743,6.4,4,25,30.1,86.18,0.55
14,8/28/2023,65,573,6.2,4,26,29.4,84.92,0.65
14,8/29/2023,66,522,6.5,4,27,28.7,83.66,0.66
14,8/30/2023,77,413,6.4,4,28,29.1,84.38,0.77
14,8/31/2023,73,505,6,4,29,29.2,84.56,0.73
14,09/01/2023,54,448,6.5,4,30,31.7,89.06,0.54
14,09/02/2023,51,472,6.4,4,31,31.7,89.06,0.51
14,09/03/2023,63,710,6.3,5,32,31.7,89.06,0.63
14,09/04/2023,67,698,6.4,5,33,31.7,89.06,0.67
14,09/05/2023,75,683,6.7,5,34,32,89.6,0.75
14,09/06/2023,66,434,6.3,5,35,32.1,89.78,0.66
14,09/07/2023,57,642,6.4,5,36,31.5,88.7,0.57
14,09/08/2023,56,550,6.4,5,37,29.8,85.64,0.56
14,09/09/2023,64,590,6.4,5,38,20.1,68.18,0.64
14,09/10/2023,69,536,6,6,39,31.1,87.98,0.69
14,09/11/2023,73,465,6.4,6,40,31.2,88.16,0.73
14,09/12/2023,53,795,6.4,6,41,31.2,88.16,0.53
14,9/13/2023,76,449,6.3,6,42,30.4,86.72,0.76
14,9/14/2023,61,764,6.4,6,43,29.1,84.38,0.61
14,9/15/2023,57,645,6.1,6,44,30.6,87.08,0.57
14,9/16/2023,75,663,6.5,6,45,31.5,88.7,0.75
15,08/03/2023,61,555,6.1,0,1,33.4,92.12,0.61
15,08/04/2023,57,584,6.3,0,2,33.5,92.3,0.57
15,08/05/2023,56,590,6.7,0,3,33.4,92.12,0.56
15,08/06/2023,63,782,6.7,1,4,33.4,92.12,0.63
15,08/07/2023,73,767,6.4,1,5,33.4,92.12,0.73
15,08/08/2023,61,459,6,1,6,32.3,90.14,0.61
15,08/09/2023,71,741,6.2,1,7,32.3,90.14,0.71
15,08/10/2023,58,724,6.5,1,8,22.7,72.86,0.58
15,08/11/2023,79,779,6.5,1,9,31.9,89.42,0.79
15,08/12/2023,54,743,6.1,1,10,30.2,86.36,0.54
15,8/13/2023,77,509,6,2,11,30.1,86.18,0.77
15,8/14/2023,55,770,6.1,2,12,30.1,86.18,0.55
15,8/15/2023,57,490,6.5,2,13,30.1,86.18,0.57
15,8/16/2023,58,409,6.3,2,14,29.8,85.64,0.58
15,8/17/2023,59,734,6.5,2,15,29.6,85.28,0.59
15,8/18/2023,58,587,6.5,2,16,30.9,87.62,0.58
15,8/19/2023,80,501,6.5,2,17,30.8,87.44,0.8
15,8/20/2023,53,513,6.5,3,18,30.9,87.62,0.53
15,8/21/2023,69,493,6,3,19,30.2,86.36,0.69
15,8/22/2023,80,578,6.3,3,20,30.5,86.9,0.8
15,8/23/2023,74,609,6.4,3,21,30.8,87.44,0.74
15,8/24/2023,60,590,6.2,3,22,31.3,88.34,0.6
15,8/25/2023,55,539,6.8,3,23,31.4,88.52,0.55
15,8/26/2023,63,759,6.1,3,24,31.4,88.52,0.63
15,8/27/2023,52,663,6.6,4,25,30.1,86.18,0.52
15,8/28/2023,53,587,6.6,4,26,29.4,84.92,0.53
15,8/29/2023,54,474,6.5,4,27,28.7,83.66,0.54
15,8/30/2023,75,543,6.1,4,28,29.1,84.38,0.75
15,8/31/2023,78,518,6.6,4,29,29.2,84.56,0.78
15,09/01/2023,51,725,6.2,4,30,31.7,89.06,0.51
15,09/02/2023,73,559,6.6,4,31,31.7,89.06,0.73
15,09/03/2023,65,619,6.7,5,32,31.7,89.06,0.65
15,09/04/2023,72,415,6.8,5,33,31.7,89.06,0.72
15,09/05/2023,73,714,6.5,5,34,32,89.6,0.73
15,09/06/2023,75,427,6.3,5,35,32.1,89.78,0.75
15,09/07/2023,52,501,6,5,36,31.5,88.7,0.52
15,09/08/2023,73,584,6.6,5,37,29.8,85.64,0.73
15,09/09/2023,50,556,6,5,38,20.1,68.18,0.5
15,09/10/2023,53,604,6.8,6,39,31.1,87.98,0.53
15,09/11/2023,62,402,6.8,6,40,31.2,88.16,0.62
15,09/12/2023,61,403,6.6,6,41,31.2,88.16,0.61
15,9/13/2023,75,561,6.1,6,42,30.4,86.72,0.75
15,9/14/2023,68,420,6.6,6,43,29.1,84.38,0.68
15,9/15/2023,60,708,6,6,44,30.6,87.08,0.6
15,9/16/2023,57,783,6.7,6,45,31.5,88.7,0.57
16,08/03/2023,50,769,6.7,0,1,33.4,92.12,0.5
16,08/04/2023,64,794,6.1,0,2,33.5,92.3,0.64
16,08/05/2023,71,533,6.8,0,3,33.4,92.12,0.71
16,08/06/2023,56,588,6,1,4,33.4,92.12,0.56
16,08/07/2023,68,554,6.6,1,5,33.4,92.12,0.68
16,08/08/2023,70,482,6.1,1,6,32.3,90.14,0.7
16,08/09/2023,58,779,6.3,1,7,32.3,90.14,0.58
16,08/10/2023,80,503,6.1,1,8,22.7,72.86,0.8
16,08/11/2023,68,692,6.5,1,9,31.9,89.42,0.68
16,08/12/2023,68,454,6.4,1,10,30.2,86.36,0.68
16,8/13/2023,62,477,6.6,2,11,30.1,86.18,0.62
16,8/14/2023,67,737,6.4,2,12,30.1,86.18,0.67
16,8/15/2023,67,454,6.7,2,13,30.1,86.18,0.67
16,8/16/2023,71,654,6.2,2,14,29.8,85.64,0.71
16,8/17/2023,64,439,6.1,2,15,29.6,85.28,0.64
16,8/18/2023,58,794,6.5,2,16,30.9,87.62,0.58
16,8/19/2023,66,454,6.7,2,17,30.8,87.44,0.66
16,8/20/2023,69,402,6.5,3,18,30.9,87.62,0.69
16,8/21/2023,64,426,6.6,3,19,30.2,86.36,0.64
16,8/22/2023,80,515,6.8,3,20,30.5,86.9,0.8
16,8/23/2023,79,513,6.8,3,21,30.8,87.44,0.79
16,8/24/2023,54,738,6.8,3,22,31.3,88.34,0.54
16,8/25/2023,68,682,6.2,3,23,31.4,88.52,0.68
16,8/26/2023,67,462,6,3,24,31.4,88.52,0.67
16,8/27/2023,51,626,6.1,4,25,30.1,86.18,0.51
16,8/28/2023,50,502,6.8,4,26,29.4,84.92,0.5
16,8/29/2023,65,553,6.4,4,27,28.7,83.66,0.65
16,8/30/2023,70,755,6.5,4,28,29.1,84.38,0.7
16,8/31/2023,64,662,6.4,4,29,29.2,84.56,0.64
16,09/01/2023,50,771,6,4,30,31.7,89.06,0.5
16,09/02/2023,67,793,6.5,4,31,31.7,89.06,0.67
16,09/03/2023,62,657,6.4,5,32,31.7,89.06,0.62
16,09/04/2023,62,659,6.8,5,33,31.7,89.06,0.62
16,09/05/2023,53,522,6.1,5,34,32,89.6,0.53
16,09/06/2023,65,627,6.2,5,35,32.1,89.78,0.65
16,09/07/2023,55,423,6.4,5,36,31.5,88.7,0.55
16,09/08/2023,69,403,6.7,5,37,29.8,85.64,0.69
16,09/09/2023,76,409,6.6,5,38,20.1,68.18,0.76
16,09/10/2023,54,645,6.3,6,39,31.1,87.98,0.54
16,09/11/2023,65,572,6.5,6,40,31.2,88.16,0.65
16,09/12/2023,80,732,6.6,6,41,31.2,88.16,0.8
16,9/13/2023,68,701,6.7,6,42,30.4,86.72,0.68
16,9/14/2023,75,564,6.1,6,43,29.1,84.38,0.75
16,9/15/2023,52,703,6.5,6,44,30.6,87.08,0.52
16,9/16/2023,79,742,6.4,6,45,31.5,88.7,0.79
16,9/17/2023,65,651,6,7,46,30.9,87.62,0.65
17,08/03/2023,58,631,6.6,0,1,33.4,92.12,0.58
17,08/04/2023,66,627,6.2,0,2,33.5,92.3,0.66
17,08/05/2023,77,491,6.4,0,3,33.4,92.12,0.77
17,08/06/2023,62,647,6.1,1,4,33.4,92.12,0.62
17,08/07/2023,61,505,6.6,1,5,33.4,92.12,0.61
17,08/08/2023,55,617,6,1,6,32.3,90.14,0.55
17,08/09/2023,71,552,6.5,1,7,32.3,90.14,0.71
17,08/10/2023,67,744,6.3,1,8,22.7,72.86,0.67
17,08/11/2023,58,735,6.1,1,9,31.9,89.42,0.58
17,08/12/2023,58,462,6,1,10,30.2,86.36,0.58
17,8/13/2023,51,798,6.5,2,11,30.1,86.18,0.51
17,8/14/2023,55,737,6.6,2,12,30.1,86.18,0.55
17,8/15/2023,73,607,6.2,2,13,30.1,86.18,0.73
17,8/16/2023,58,543,6.2,2,14,29.8,85.64,0.58
17,8/17/2023,58,587,6.3,2,15,29.6,85.28,0.58
17,8/18/2023,79,672,6.7,2,16,30.9,87.62,0.79
17,8/19/2023,52,595,6.8,2,17,30.8,87.44,0.52
17,8/20/2023,80,716,6.7,3,18,30.9,87.62,0.8
17,8/21/2023,57,736,6.3,3,19,30.2,86.36,0.57
17,8/22/2023,58,542,6.6,3,20,30.5,86.9,0.58
17,8/23/2023,58,625,6.8,3,21,30.8,87.44,0.58
17,8/24/2023,65,765,6.5,3,22,31.3,88.34,0.65
17,8/25/2023,75,552,6.1,3,23,31.4,88.52,0.75
17,8/26/2023,70,416,6.6,3,24,31.4,88.52,0.7
17,8/27/2023,66,697,6.6,4,25,30.1,86.18,0.66
17,8/28/2023,73,762,6.5,4,26,29.4,84.92,0.73
17,8/29/2023,69,598,6.1,4,27,28.7,83.66,0.69
17,8/30/2023,80,632,6.5,4,28,29.1,84.38,0.8
17,8/31/2023,50,728,6.3,4,29,29.2,84.56,0.5
17,09/01/2023,73,657,6.3,4,30,31.7,89.06,0.73
17,09/02/2023,65,406,6.1,4,31,31.7,89.06,0.65
17,09/03/2023,53,461,6.3,5,32,31.7,89.06,0.53
17,09/04/2023,68,424,6.6,5,33,31.7,89.06,0.68
17,09/05/2023,58,743,6.1,5,34,32,89.6,0.58
17,09/06/2023,67,672,6.6,5,35,32.1,89.78,0.67
17,09/07/2023,73,400,6.8,5,36,31.5,88.7,0.73
17,09/08/2023,78,732,6.5,5,37,29.8,85.64,0.78
17,09/09/2023,62,472,6.1,5,38,20.1,68.18,0.62
17,09/10/2023,68,648,6,6,39,31.1,87.98,0.68
17,09/11/2023,72,786,6.3,6,40,31.2,88.16,0.72
17,09/12/2023,61,482,6.6,6,41,31.2,88.16,0.61
17,9/13/2023,60,716,6.3,6,42,30.4,86.72,0.6
17,9/14/2023,57,743,6.6,6,43,29.1,84.38,0.57
17,9/15/2023,75,575,6.3,6,44,30.6,87.08,0.75
17,9/16/2023,61,710,6.6,6,45,31.5,88.7,0.61
18,08/03/2023,78,623,6.2,0,1,33.4,92.12,0.78
18,08/04/2023,73,463,6.4,0,2,33.5,92.3,0.73
18,08/05/2023,61,440,6.3,0,3,33.4,92.12,0.61
18,08/06/2023,55,451,6.5,1,4,33.4,92.12,0.55
18,08/07/2023,51,798,6.6,1,5,33.4,92.12,0.51
18,08/08/2023,58,556,6.5,1,6,32.3,90.14,0.58
18,08/09/2023,67,794,6,1,7,32.3,90.14,0.67
18,08/10/2023,53,653,6,1,8,22.7,72.86,0.53
18,08/11/2023,76,407,6.7,1,9,31.9,89.42,0.76
18,08/12/2023,52,478,6.8,1,10,30.2,86.36,0.52
18,8/13/2023,54,528,6.5,2,11,30.1,86.18,0.54
18,8/14/2023,67,769,6.4,2,12,30.1,86.18,0.67
18,8/15/2023,52,723,6.1,2,13,30.1,86.18,0.52
18,8/16/2023,69,688,6,2,14,29.8,85.64,0.69
18,8/17/2023,62,479,6.1,2,15,29.6,85.28,0.62
18,8/18/2023,50,408,6,2,16,30.9,87.62,0.5
18,8/19/2023,80,489,6.2,2,17,30.8,87.44,0.8
18,8/20/2023,60,630,6.2,3,18,30.9,87.62,0.6
18,8/21/2023,57,540,6.4,3,19,30.2,86.36,0.57
18,8/22/2023,69,413,6.1,3,20,30.5,86.9,0.69
18,8/23/2023,74,505,6.3,3,21,30.8,87.44,0.74
18,8/24/2023,73,414,6.6,3,22,31.3,88.34,0.73
18,8/25/2023,64,448,6.4,3,23,31.4,88.52,0.64
18,8/26/2023,55,660,6.6,3,24,31.4,88.52,0.55
18,8/27/2023,69,757,6.8,4,25,30.1,86.18,0.69
18,8/28/2023,66,544,6.1,4,26,29.4,84.92,0.66
18,8/29/2023,59,699,6.8,4,27,28.7,83.66,0.59
18,8/30/2023,70,637,6.4,4,28,29.1,84.38,0.7
18,8/31/2023,73,772,6.6,4,29,29.2,84.56,0.73
18,09/01/2023,78,746,6.2,4,30,31.7,89.06,0.78
18,09/02/2023,67,579,6.3,4,31,31.7,89.06,0.67
18,09/03/2023,64,740,6.1,5,32,31.7,89.06,0.64
18,09/04/2023,68,442,6.6,5,33,31.7,89.06,0.68
18,09/05/2023,60,730,6.5,5,34,32,89.6,0.6
18,09/06/2023,73,423,6.2,5,35,32.1,89.78,0.73
18,09/07/2023,75,493,6.2,5,36,31.5,88.7,0.75
18,09/08/2023,75,587,6.1,5,37,29.8,85.64,0.75
18,09/09/2023,77,404,6.4,5,38,20.1,68.18,0.77
18,09/10/2023,61,408,6.5,6,39,31.1,87.98,0.61
18,09/11/2023,70,555,6.3,6,40,31.2,88.16,0.7
18,09/12/2023,78,440,6.5,6,41,31.2,88.16,0.78
18,9/13/2023,59,501,6,6,42,30.4,86.72,0.59
18,9/14/2023,76,750,6.6,6,43,29.1,84.38,0.76
18,9/15/2023,51,491,6.5,6,44,30.6,87.08,0.51
18,9/16/2023,78,705,6.8,6,45,31.5,88.7,0.78
19,08/03/2023,51,492,6.3,0,1,33.4,92.12,0.51
19,08/04/2023,74,552,6.5,0,2,33.5,92.3,0.74
19,08/05/2023,72,646,6.1,0,3,33.4,92.12,0.72
19,08/06/2023,80,405,6.8,1,4,33.4,92.12,0.8
19,08/07/2023,65,661,6.3,1,5,33.4,92.12,0.65
19,08/08/2023,63,651,6.5,1,6,32.3,90.14,0.63
19,08/09/2023,72,747,6.1,1,7,32.3,90.14,0.72
19,08/10/2023,75,693,6.5,1,8,22.7,72.86,0.75
19,08/11/2023,59,486,6.7,1,9,31.9,89.42,0.59
19,08/12/2023,79,486,6.8,1,10,30.2,86.36,0.79
19,8/13/2023,59,655,6.6,2,11,30.1,86.18,0.59
19,8/14/2023,71,503,6.5,2,12,30.1,86.18,0.71
19,8/15/2023,71,763,6.3,2,13,30.1,86.18,0.71
19,8/16/2023,72,599,6.7,2,14,29.8,85.64,0.72
19,8/17/2023,75,587,6.1,2,15,29.6,85.28,0.75
19,8/18/2023,63,790,6.7,2,16,30.9,87.62,0.63
19,8/19/2023,73,415,6.5,2,17,30.8,87.44,0.73
19,8/20/2023,57,708,6.2,3,18,30.9,87.62,0.57
19,8/21/2023,64,539,6.3,3,19,30.2,86.36,0.64
19,8/22/2023,77,745,6.2,3,20,30.5,86.9,0.77
19,8/23/2023,69,515,6.2,3,21,30.8,87.44,0.69
19,8/24/2023,69,637,6.7,3,22,31.3,88.34,0.69
19,8/25/2023,67,455,6.7,3,23,31.4,88.52,0.67
19,8/26/2023,78,576,6.5,3,24,31.4,88.52,0.78
19,8/27/2023,68,606,6,4,25,30.1,86.18,0.68
